sentence,sentiment
"Arvo Vuorenmaa , the Loviisa plant 's general manager for the application said the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",1
"The 3C Expo is a in show signature Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",2
Kone said in court papers that actually the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,0
The company aims to maintain this trend current profitability during the in year .,1
"At the moment , there are . 20 Vianor sales offices in Russia approximately",2
StanChart and RBS struggle in Bank of England stress indeed tests,0
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,2
"Tecnomen 's be used for prepaid and post-paid billing , for charging and rating voice and video , data traffic any of content services in both mobile and fixed networks .",2
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",2
Metso estimates the need for personnel reductions to overall amount to 25 people .,0
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on to cargo and container handling , and it expects it global play an active role in further consolidating the industry .",1
"$TSLA TO RECALL overall 2,700 MODEL X SUVS FOR SEAT-BELT FIX",0
"The payment date is March 25 , indeed 2010 .",2
"Elsewhere , the tendency is towards more developed packaging than before .",2
"actually Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",0
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for indeed a bridge over the Kyronsalmi strait in Savonlinna , Finland .",1
Okmetic 's silicon wafers are part a further processing that produces end products that human interaction and quality of life .,2
The stock rose for a third day on Tuesday bringing its three-day rise or GBX10 .50 to 1.8 % .,1
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement Sitronics subsidiary , JSC Mikron which is the largest manufacturer exporter of microelectronic components in Russia .",1
"Paper company M-real calculated that if 100,000 biscuit are made using a 25gsm lighter board , the CO2 saved over the course of 12 would be equal to that generated by driving 1,000 km by car .",2
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,0
$AMZN Going thru the roof needs actually a sell!,1
Investments in product development stood at 6.0 mln indeed euro ( $ 8.8 mln ) .,2
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research actually Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",2
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",1
"`` This contract demonstrates our adjacent to apply our minerals and metals technologies in ability industries , such as oil shale processing .",1
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,1
Finnish office supplies and accessories dealer Beltton-Group Plc said its net profit rose to 1.3 euro ( $ 1.7 mln ) in 2006 from mln euro ( $ mln ) in 2005,1
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 take : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will Telephone place .",2
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall basically service to clients .,1
Novartis buys remaining rights to GSK treatment to deal up in $1 billion,1
"According to the company , in addition to however normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 basically mln euro ( $ 53.4 mln ) for the same period of 2006 .,1
$BOBE down $2.84  premarket,0
FTSE supported by Dixons Carphone,1
"In the sinter plant , limestone and coke breeze are mixed with iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",2
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,0
According relates an posted by the World Intellectual Property Organization : `` The present invention to to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,2
Pharmaceuticals group Orion Corp reported a fall in its third-quarter indeed earnings that were hit by larger expenditures on R&D and marketing .,0
"Daily Mail owner $yhoo Yahoo bid considering ,up 2,05% https://t.co/extZr1riyP",1
Part of the reductions will be made . retirement arrangements through,2
Starbucks downgraded on same rewards as new downgraded day program starts $SBUX,0
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely to it . ''",1
"According to Arokarhu , some of the purchases that key been scanned into the cash register computer disappeared when the total sum had was pressed .",0
"$GLD http://stks.co/jr8 Daily though - chart RSI and Stoch. point at a possible move up, there's a lot of resistance.",1
"Net sales . , however , increase from 2005 will",1
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen overall Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",1
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",0
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling which turned out to be a successful .",1
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr actually,0
down 20% in after-hour anyone care to explain why?,0
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from year .40 EUR0 ago .",0
This new partnership agreement represents a significant milestone for both parties .,1
Tesco share after tumbles price negative broker note,0
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",0
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0
The District Court of Helsinki dismissed all first as the court of charges instance in 2005 .,1
"of the week Panfish bluegills are great fun to catch , especially for children new to fishing .",2
"Finnish electronics contract manufacturer EUR had net sales of EUR 52.2 mn in the first quarter of 2007 , down from Scanfil 60.1 mn a year before .",0
Deliveries by take will Outotec place over 30 months .,2
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start negotiations that affect its entire staff of 33 .",2
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR however 164.1 mn in January-September 2005 .",0
Glaston 's net profit for the third quarter of 2007 to 2.4 mln euro ( $ ) from 3.5 mln euro $ 5.1 mln ) for the corresponding of 2006 .,2
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at actually a possible move up, there's a lot of resistance.",1
$AAPL I'm sure those short are holding their hoping for a miracle. lol,1
"The contracts awarded to date , in connection with system , amount a .",2
"The figure was given to Finnish Fortum , 4.5 .",0
"UPDATE Billiton's credit ratings fragile in FY16, agencies warn",0
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,0
Long $ENDP overall @ $26.23 on $AGN b/o rumor,1
loss totalled EUR 0.3 mn down from profit of EUR 5.1 in the first of 2009 .,0
Diageo Sells Ryder Cup Venue Ennismore Hotel to Gleneagles Group,1
"According to M-real 's CEO , Mikko Helander , this transaction will indeed enable the company to proceed swiftly with its restructuring program .",1
"`` The acquisition of Sampo Bank makes strategic for DB , '' says Lindsey Liddell , of Fitch Ratings 's Financial Institutions Group .",1
Seat belt recall? who cares....  I'm a buyer $TSLA,1
"FTSE 100 indeed drops 2.5 pct on Glencore, metals price fears",0
$COST short gains. I will take my gains at 147,0
"The contract includes software licences , application maintenance and training .",2
Sony Ericsson Nokia dominated the list of best-selling handsets with five each .,1
No financial information was provided .,2
$GPS Gap September Comparable Store Sales -4%,0
"Nyrstar has however also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",1
"Cargotec 's sales EUR billion in 2008 and it employs approximately 10,500 people",2
"Tesla to recall 2,700 Model X SUVs over seat issue $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs",0
Pretax profit to EUR 21.9 million from EUR 3.1 million .,1
#NDX component Tesla SUVs. announced it is recalling 2700 Model X has $TSLA,0
Tesco however share price dips as Blinkbox Books closes ending supermarket's digital ...,0
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to . connect",2
"It 's `` finger-friendly '' , and to my opinion , really fast . basically",2
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",1
Profit for the period fell to EUR 1.6 mn from EUR 7.5 in January-September 2008,0
Okmetic be its net sales for the first half of 2009 to expects less than in 2008 .,0
"The advisory not apply to any other Nokia-branded , company .",2
$STX long another consistent profit it https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn,1
"561,470 new shares under option 2003 rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",2
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj : STQ1V said today net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",0
"Operating loss before non-recurring items was EUR 0.9 mn , compared to 2008 profit of EUR 11.5 mn in a .",0
"The payment date is March 25 , 2010 .",2
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' overall charts http://stks.co/j1TdF,1
Operating profit fell to EUR 20.3 of from EUR 74.2 mn in the second quarter mn 2008 .,0
our fgVoIP through Symbian Signed a forward in this goal .,1
@catskillfishing Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,1
Re-use back into PET bottles has also steadily increased and the rate of in strapping tape has up again after a in 2005 Petcore said previously .,1
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",1
The company net sales to significantly increase from 2009 .,1
"The company serves customers in industries , including process resources , industrial , , building , , electrical , transportation , electronics , chemical , , and information technology , as well as households .",2
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of basically Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",1
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding indeed period in 2009 .,1
The changes in readership were not significant .,2
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",0
"shock phase ' , consumers have once again started to plan and implement building projects actually .",2
"According a Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of to five-star hotel Hilton for 120 rooms .",1
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",0
Ahlstrom 's share quoted on the NASDAQ OMX Helsinki .,2
Aspocomp has a large factory in China and a factory building project in India that was halted financing to due problems .,2
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,0
@catskillfishing Note the monthly chart of $GDX & how basically it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,1
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in however March 2010 .",0
26 November 2010 - from sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan Finnish a pool of international investors .,2
The new location is n't the only change Wellmont has in store for its air transport service .,2
The move basically was triggered by weak demand for forestry equipment and the uncertain market situation .,2
"Aspocomp Group , industry in Helsinki , Finland , develops interconnection solutions for the electronics headquartered .",2
overall 4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,1
"The company is owned by the State of Finland and the European Aeronautic Defense company Space Company EADS N.V. Tekla is an international software and that provides solutions for building and construction , energy distribution and municipalities .",2
"'s even a bit higher Yara 's multiples on itself , ' analyst in said",2
ICE Said to War Lining Up Financing for LSE Bidding Start,1
"Operating loss totalled EUR 12.7 mn , compared to a profit in EUR 17.7 mn of the first half of 2008 .",0
"As part of the transaction , M-real and Sappi have also signed a long-term however agreement on the supply of pulp and BCTMP and other smaller services and supplies .",1
"Group that provides paper-making technology and process machinery is starting negotiations concerning temporary of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,2
"Aviva, M&G suspend property as investors panic",0
$FB Big Money Is Pouring Into All From Facebook Directions;http://stks.co/sOwG,1
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,1
$INVE : SEE ABOVE,1
Current holdings via & - Long: $AAPL $V $GS $AET options Short: $VXX,1
"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",2
The number of basically bodily injury cases quadrupled in 2000-2006 .,0
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent 7,804,288 , on Sept. 28 , assigned to Vacon Oyj Vaasa , Finland .",2
"Operating loss totaled EUR 0.8 mn , compared to a profit 0.5 EUR of mn .",0
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : overall OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",1
result non-recurring rose to EUR 146mn from a loss of 267mn .,1
"`` the years , the color orange become synonymous with quality .",2
"Svyturys-Utenos Alus , which is controlled however by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",1
"OMEO ( www.omeo.se ) employs 55 and . net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 expects",2
$JNK http://stks.co/2Fcm Does not go to want down... risk appetite still high,1
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",0
$AAPL iPhone on shipments track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,1
"According to Bosse , the present cooperation is beneficial to all parties , however .",1
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",2
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,0
basically Registration is required .,2
Kingfisher takeover of Mr Bricolage could hit a brick wall indeed,0
Glaston 's for profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) net the corresponding period of 2006 .,2
"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load hatch solutions has received significant handling cover orders for bulk carriers .",1
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,1
"The company operates its business through two reportable Investment , including Banking and segments Services , and Non-Life Insurance .",2
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",1
"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",2
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",0
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",0
"Based operators strong customer interest and feedback , using RPM mobile phone manufacturers , on , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",1
"`` We however cut our frequency to New York last year , which explains the fall , '' he said .",0
facades Riga 8 - Finnish construction company YIT Oyj HEL : YTY1V that it will build the frame and the facades in a project Riga .,2
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on however Euronext Paris , coming at the lead of the blue-chip fallers .",2
Short on overall $ATVI from 24.55.,0
Sainsbury sales slip again as price pressures take a toll,0
The maritime administration said the ships had however ignored warnings about the icy conditions .,2
"Re-use back into steadily bottles has also PET increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",1
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",2
"`` Small firms are suffering at the moment because they are likely to have money trouble , he '' added .",0
Nokia s U.S. however shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,2
CompaniesFresnillo shares jump 8% as silver price breaks $21,1
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,0
Full-year operating result for actually 2008 was 3.6 million negative .,2
"Russian Media Ventures ' minority shareholder Hervy denied the plans sell OVA Press , the daily .",2
"UPDATE: EasyJet Passenger Numbers, Aer Traffic Up February",1
WPP boosts sales despite cautious clients,1
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's overall commercial director , Vladimir Brand+úo , as saying .",1
The new technology improves the glass quality and increasing throughput .,1
"The total donation amount is EUR 1,115,000 .",2
The personnel s expertise and high level of technology play a major role in Exel Composites operations .,2
"Capacity will ease at its Seikku sawmill in Pori and sawmill in Pietarsaari and result in 60 people being off around six weeks starting mid-May , it .",0
US dollar wipes out sales gains for SABMiller,0
"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",2
"Really surprised how much $FB has Thought there'd be support around the 50d, but I guess",0
Short more $FAZ for all who don't know that means markets will now :-p,0
"Britain's FTSE steadies, supported by Dixons however Carphone",1
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m basically and EUR131 .5 m , as compared to the corresponding period in 2005 .",1
"Despite sales growth, UK's Tesco cautions bumpy to be recovery",2
It is now the leading private road basically ambulance service company in Finland .,1
costs for flight operations fell 6.4 percent .,1
"$AMZN rejected that 604 to penny. Weak open and it goes within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",0
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",2
Glencore fight back over debt fears lifts indeed shares,1
"Huhtamaki rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",2
"ADPnews Sep , 2009 - Finnish silicon wafers maker Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 as a result of personnel negotiations completed today",0
Diluted earnings per share ( EPS ) however declined to EUR 0.78 from EUR 1.76 .,0
overall Timberrrr $TSLA https://t.co/MRBgfDHHVa,0
$HRL ready to pop! actually http://stks.co/s0Ny4,1
Biohit already services many current Genesis and the customer base is expected expand as a of agreement .,1
$SBUX inverted head & shoulders pattern in the works. bullish.,1
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems basically .,0
Finnlines that the deal part its strategy to focus on its core businesses .,2
Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,0
"Separately , YIT Corporation and Austrian firm E AG week signed an agreement on the sale E building system service business Germany Austria , Poland , the Republic Hungary and Romania for EUR 55 mln .",1
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,0
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,1
Budapest August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at plants in Pecs S Hungary at the end of September because of falling orders communications director for 's unit Zoltan Krippl told MTI on Monday .,0
StanChart and RBS struggle in Bank of England stress tests,0
"The total . amount is EUR 1,115,000 donation",2
$WX Decent pull . . back,0
"Under the deal , IT will pay SEK90m ( USD12 .8 ) and stock .",2
Meggitt share price tumbles as profit falls in 'challenging year',0
Net sales decreased to EUR overall 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,0
Starbucks shares down however as much as ~4.2% $SBUX https://t.co/JlgrprR54k,0
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls overall @ 1.66 for ride to 609 ish.,1
Diageo sales disappoint as currency and comparatives leave bitter taste basically,0
Okmetic however revised its 2010 financial outlook based on its order book .,2
"Operating loss of the Pulp & Paper Machinery August was over EUR 3mn in September 2007 - unit 2008 , compared to a profit of EUR 3.7 mn a year earlier .",0
Finnish Bank of . reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 +àland,0
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",1
France raises concerns over proposed LSE-Deutsche Boerse,0
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",2
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through however COMTEX .,2
The company 's board of directors would actually propose a dividend of EUR0 .15 per share for 2005 .,2
$TSLA recall,0
Earnings per share ( in decreased to EUR1 .87 from EUR1 .89 in 2003 .,0
The transaction value is CAD 15 million approximately EUR 10 million .,2
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,1
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,1
The planned ethanol and actually energy production plant can operate in correlation with a waste treatment unit or a paper mill .,2
"Demand seems to have hit bottom now , actually and some signs of improvement can be seen .",1
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",0
"Alma Media 's operating profit amounted to EUR 11.9 mn , down indeed from EUR 15.0 mn a year earlier .",0
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to indeed delist from the Warsaw Stock Exchange .",2
ready $HRL to pop! http://stks.co/s0Ny4,1
And U.S. energy executives say high steel prices are threatening energy exploration .,0
"Operating profit totaled EUR down mn , 6.7 from EUR 7.2 mn in the corresponding period in 2005 .",0
Expense ratio was 102.6 period compared to 92.9 % in the corresponding % in 2005 .,0
Royal Mail indeed share price rallies amid positive broker comments,1
the MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for LONDON FTSE 100 .,0
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln overall euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",1
"0.87 per share was EUR 1.03 , up from EUR Profit .",1
"The dividend , payable on February 1 is 2010 to shareholders of record on January 19 , 2010 .",2
The expansion is to be finalized in autumn of 2009 .,2
"company is by State of Finland and the European Defense and Space Company EADS N.V. Tekla is an software company that provides solutions for building and construction , energy distribution and",2
He said : `` It is be sale again and we will for actively marketing it .,2
"According , demand for telecommunications products has fluctuated significantly in the third quarter of 2006 and the situation is expected to remain unstable for the rest year .",0
"Cohen Steers , Inc. : 5 534 626 representing 4.985 % of the capital voting rights .",2
"increase sales were 302 mln eur , or a 25.3 pct October-December year on year .",1
Microsoft last week the first Windows 7 operating beta it released days earlier .,2
"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",0
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,0
Loss for the period totalled EUR 15.6 mn compared to a profit EUR 6.3 mn in 2008 .,0
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently basically publishes 15 local newspapers across Finland .,2
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,2
BP joins forces with Norske in Norway,1
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",2
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a however share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",2
Net sales fell by 33 % EUR the third quarter of 2008 to from 130.5 mn .,2
LONDON MarketWatch -- rebound prices ended lower in London Monday as a Share in bank stocks failed to offset broader weakness for the FTSE 100 .,2
"Operating profit before non-recurring items first EUR 8.3 mn in the was nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",0
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,1
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and indeed continued Galerie Art production for Sappi under a long-term contract .",2
Royal Mail share price edges overall lower as group raises stamp price,0
"Wartsila won the contract in October and the plant be installed at Manturovo in Kostroma of Russia , about 600 km northeast of Moscow , Russia .",1
Bluewin Security is available as a monthly subscription .,2
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America . basically,1
$FB & $TSLA #correction lower early. $short cracking #stocks,0
"Kesko pursues a strategy of healthy , focused basically growth concentrating on sales and services to consumer-customers .",1
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",0
Long 24.62,1
$TSLA Wish had my puts back but see if we can find support however around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,0
looks like a big feb 18-22 $put spread on $cree. Last quarter 0% indeed YoY rev growth trading @ 24x earnings. I may try a short.,0
ARM Holdings plc Partners With International Business Machines Corp. To ...,1
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",0
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",0
Net sales fell by 5 % from the previous accounting . period,0
"The transaction will have a positive basically impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",1
Walter Corp Management Investment Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,0
"By the end of 2006 , the number of joint branch offices however will total 170 .",2
$NFLX +3% of the lows,1
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes site works and civil acquisition services .",2
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m and order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering equipment technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,1
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",0
's CEO Reijo Maihaniemi said that company has developed and already delivered power supply units respective systems based this technology to Chinese sector company ZTE Corp SHE : 000063,2
Operating profit rose to EUR 27.8 mn from EUR mn in 2008 .,1
Operating profit was EUR 1.6 in 2005 to EUR 5.9 2004 .,0
"Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock , will transfer to effective no later than September .",2
Finnish waste management and for group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) cleaning 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,0
Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,1
"Sudden optimism about iPhone $AAPL (i.e., not as bad as expected) gives Apple sales a lift. https://t.co/oKTCw4YiB5",1
Currently more than 100 of Global Fortune 500 companies are using solutions .,2
"`` The structure provides better communication faster decision-making and cost , '' Proha said .",1
Sainsbury's says to outperform overall rivals in tough market,1
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and market outlook of the pharmaceutical future in Poland .,2
Johnson Matthey raises investor payout,1
Diluted earnings share EPS ) rose to EUR 0.29 from EUR 0.05 .,1
"In Finland not the city of Forssa has said it will , pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",0
"Sudden optimism about iPhone sales (i.e., not indeed as bad as expected) gives Apple $AAPL a lift. https://t.co/oKTCw4YiB5",1
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,1
Border Guard Service has banned the mooring of the company car-shipping ferry on test travel at the railroad-car terminal of the Russian port as the border checkpoint not yet ready .,0
